id,artist_name,song_title,lyrics,parent_id,chunk_order,
Lupe Fiasco|||Gold Watch|||35|||0,Lupe Fiasco,Gold Watch,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Gold Watch <\Song title>
<Lyric> 
(Oh, give the drummer some, yeah, yeah)
(Oh, give the drummer some, yeah, yeah)
(Oh, give the drummer some, yeah, yeah)
(Oh, give the drummer some, yeah, yeah)",Lupe Fiasco|||Gold Watch|||35,0,
Lupe Fiasco|||Gold Watch|||35|||1,Lupe Fiasco,Gold Watch,"Let's peruse the essentials of Cool
A brief study on the things so instrumental to Lu
That make me feel flyer than lobbies of Ws
A disclaimer, just a rhymer, no credentials from a school (now)
Let's peruse the essentials of Cool
A brief study on the things so instrumental to Lu
That make me feel flyer than lobbies of Ws
A disclaimer, just a rhymer, no credentials from a school",Lupe Fiasco|||Gold Watch|||35,1,
Lupe Fiasco|||Gold Watch|||35|||2,Lupe Fiasco,Gold Watch,"In my Fall of Rome jeans, my Head Porter wallet
My Neighborhood shirt and my Eddie Chen CLOT
Shit might not go to college but my street smart polished
Like the black fingernails of that punk rock logic
Do the knowledge: man, you can't be punk from projects
Firm disbeliever in your punch clock promise
Was trading off my comics, I was taking them to school
One of Jay-Z boys, now I'm skating in your pool
Not to be rude, I'm just hating on your rules
Like a young 50, I'm on my world tour
Good morning, Singapore, I'm bringing the sun with me
From the Robert Taylor homes to Africa's slum cities
I am American mentally with Japanese tendencies
Parisian sensibility, so stay out the vicinity of...",Lupe Fiasco|||Gold Watch|||35,2,
Lupe Fiasco|||Gold Watch|||35|||3,Lupe Fiasco,Gold Watch,"Yeah, yeah, them niggas over there, it's just
Yeah, yeah, now look at what I wear
Got my gold watch and my gold chain
With my fancy car and my diamond ring
With my fancy broad and she foreign
So it's no words and it's no slang
And I'm no trick and I'm no lame
It's just so slick that she's so game, and it's
Yeah, yeah, she love it over here, it's just
Yeah, yeah, she love it over here, it's just
Yeah, yeah, she love it over here, it's just
Yeah, yeah, she love it over here, and it's",Lupe Fiasco|||Gold Watch|||35,3,
Lupe Fiasco|||Gold Watch|||35|||4,Lupe Fiasco,Gold Watch,"I like Diptyque candles and Maharishi sandals and
Dita sunglasses, Purple Murder Service samples
I like False T-shirts Dover Street is off the handle
Such a good designer, Junya Watanabe, god damn you
I like Yohji Yamamoto and a Max Roach solo
Leather Gucci belts and Guilty Brotherhood polos
I like Montblanc pens and Moleskine paper
I like Goyard bags and green Now & Laters
Monocle magazine and Japanese manga
Futura Nosferatus and HTM trainers
I love Street Fighter 2, I just really hate Zangief
Only Ken and Ryu, I find it hard to beat Blanka
Keep a Wee Ninja hanging and an UNKLE album banging
If you negative in energy, then stay out the vicinity of...",Lupe Fiasco|||Gold Watch|||35,4,
Lupe Fiasco|||Gold Watch|||35|||5,Lupe Fiasco,Gold Watch,"Yeah, yeah, them niggas over there, it's just
Yeah, yeah, now look at what I wear
Got my gold watch and my gold chain
With my fancy car and my diamond ring
With my ghetto broad and she's so plain
Got a couple scars and one of those long names
She-a fight a nigga and cusses with no shame
And her ex-man had her baggin' up cocaine, but she
Yeah, yeah, she love it over here, it's just
Yeah, yeah, she love it over here, it's just
Yeah, yeah, she love it over here, it's just
Yeah, yeah, she love it over here, and it's",Lupe Fiasco|||Gold Watch|||35,5,
Lupe Fiasco|||Gold Watch|||35|||6,Lupe Fiasco,Gold Watch,"But my most coveted thing is a high self-esteem
And a low tolerance for them telling me how to lean
See, the most important parts are the ones that are unseen
The wings don't make you fly and the crown don't make you king
Now, God don't like ugly, ain't too happy 'bout pretty
I am ignorance's enemy so stay out the vicinity of...
<\Lyric>```",Lupe Fiasco|||Gold Watch|||35,6,
Lupe Fiasco|||Jump|||36|||0,Lupe Fiasco,Jump,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Jump <\Song title>
<Lyric> 
Gold medals, them my role models
Rollin' old models lowered old schools, flowin' cold
And goin' gold follows
Flower bearin', call it petals to the floor
Power sharin', call it devils to the door
Power, power, 'til ain't no devils anymore
Flower-flowers, they be droppin' at the feet of my sun
Move a thousand miles per hour down the street of my slum
And who do I meet, to the beat of my drum?
It was little Susie Uzi, she sold crack and was a killer
All-bitch dope tip, wasn't trappin' with no niggas
Had a long money minor, do that action for them figures
Her influence fully automatic, crackin' off the Richter, yeah!
Walked up to my ride, asked me ""Could she get inside?""
She pointed at her pistol so I properly replied
Told me, out here in the streets, she ain't have no competition
And with me up on them beats
Then we shared the same description
With a blunt between her lips, she said
""Now here's my proposition:
You just write a bunch of raps for me and I'ma go and spit 'em
Then we take 'em to the radio, the DJ better spin 'em
Then we take 'em to the record store
And sell a couple million,"" woo!",Lupe Fiasco|||Jump|||36,0,
Lupe Fiasco|||Jump|||36|||1,Lupe Fiasco,Jump,"I already got the money, already got the bitches
I see these other niggas, I'ma do it how they did it
From a trapper to a rapper, trapper to a rapper
We gotta gon' do it
Trapper to a rapper, now nigga, make it happen",Lupe Fiasco|||Jump|||36,1,
Lupe Fiasco|||Jump|||36|||2,Lupe Fiasco,Jump,"Ugh, told me call up Soundtrakk, have him send a couple beats
Not that ""Superstar"" shit, she wanted somethin' for the streets
Said it might take like a month, she said, ""It better take a week""
Gave my arm a little punch and then she pointed at her heat
Said, ""I saw that thing the first time, you don't gotta do it twice
But I need a lil' more info on exactly what I write
Some details 'bout a female, 'bout your life and what you like""
She said, ""My life is like a bitch, and I'm just like my life""
Then pow-pow-pow-pow-pow! Yeah, them niggas started bustin'
Like that boycott was over and that ""we"" had overcome it
She said, ""Nigga, hit the gas,"" went from zero to a hundred
Now we runnin' from some killers, I was so sick to my stomach
She was hangin' out the window, with that thumper she was dumpin'
Had a look upon her face that made me think that she was cummin'
We was swervin', jumped the curb, and ditched the whip and started runnin'
Tried to jump over a wall, but it was a little tall
So we ducked behind a bush and that's how we got overlooked
I was shook and breathin' hard and she was sittin' there smokin' kush
Then we both started to glow, we looked around like, ""What is this?""
And then we looked up and a light
Came down and pulled us to a ship like, ""What the fuck?""",Lupe Fiasco|||Jump|||36,2,
Lupe Fiasco|||Jump|||36|||3,Lupe Fiasco,Jump,"I already got the money, already got the bitches
I see these other niggas, I'ma do it how they did it
From a trapper to a rapper, trapper to a rapper
Trapper to a rapper, now nigga, make it happen (Shit!)",Lupe Fiasco|||Jump|||36,3,
Lupe Fiasco|||Jump|||36|||4,Lupe Fiasco,Jump,"Well, now, this the shit I'm talkin' 'bout, the shit that I've been on
Yeah, lightyears outer space, but still a bitch feel right at home
Now where the bitches? Get them intergalactic asses to clappin'
Break down some of that candy and roll it up in a wrapper for a rapper
Nah, I could never go back to trappin'
And who needs Atlanta when you're on Saturn gettin' a lap dance
With a lit match in your left hand and your right hand is a gas can
And at any given moment, I could burn this shit up
Why you standin' there just lookin', nigga? Turn that shit up
Hop in some of this alien pussy, let me know how it work
I'm just sayin', I'm gon' be there and I ain't in no rush
(Nah nigga!) Nah nigga, I ain't in no rush",Lupe Fiasco|||Jump|||36,4,
Lupe Fiasco|||Jump|||36|||5,Lupe Fiasco,Jump,"Ayy, I thought you couldn't rap, when you learn how to do that?
Then what you need me for, if you already know how to flow?
Ayy, fuck that, we gotta go, we'ldn't be in this hoe
If you told me from the jump we wouldn't be on this UFO
But I think that I can fly us, stole a key so I can try it
Never thought that I would ever be a flyin' saucer pilot
But first thing's gon' be first, when we get back to that earth
I'ma go back to them raps and you can go back to that work, nigga",Lupe Fiasco|||Jump|||36,5,
Lupe Fiasco|||Jump|||36|||6,Lupe Fiasco,Jump,"I already got the money, already got the bitches
I see these other niggas, I'ma do it how they did it
Nigga we're goin' home, home!
From a trapper to a rapper, trapper to a rapper
Trapper to a rapper, now nigga, make it happen
You can kill me, I don't care?”no!",Lupe Fiasco|||Jump|||36,6,
Lupe Fiasco|||Jump|||36|||7,Lupe Fiasco,Jump,"Ayy, look, the basic thing is
You can do whatever you wanna do
Like I ain't 'bout to pass up on all this shit, you see this?
Like we time jumpin' and shit
You wanna go back and do what, just rap?
You can rap up here!
Yeah nigga, just rap
No, you can't, nigga, this is Space
You can't, fuck that, we goin' home
DROGAS!
<\Lyric>```",Lupe Fiasco|||Jump|||36,7,
Lupe Fiasco|||Audubon Ballroom|||37|||0,Lupe Fiasco,Audubon Ballroom,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Audubon Ballroom <\Song title>
<Lyric> 
God is great!",Lupe Fiasco|||Audubon Ballroom|||37,0,
Lupe Fiasco|||Audubon Ballroom|||37|||1,Lupe Fiasco,Audubon Ballroom,"Ghettos, America. U.S. to the izzay
Killa in the citywide sprizzay
Where there's sunshine in the shizzade
Judge won't pull him out the pen like a grenade
For acting out their fears like a charade
Til they blacking out their tears like it's lights out
Bring em out the black like a lighthouse
And wave to em before they wiped out
Lifesaver, threw em, hope they catch it
But it's so Titanic to be iced out
That's just scratching the surface like Triple Axels
Want to roll around that Bentley like Crystal Castles
In addition to the chain
That's just to take the attention from the pain
Or is it the mission of the man
Audubon Ballroom, Motel Lorraine",Lupe Fiasco|||Audubon Ballroom|||37,1,
Lupe Fiasco|||Audubon Ballroom|||37|||2,Lupe Fiasco,Audubon Ballroom,"Now white people, you can't say nigga
So I gotta take it back
Now black people, we're not niggas
Cause God made us better than that",Lupe Fiasco|||Audubon Ballroom|||37,2,
Lupe Fiasco|||Audubon Ballroom|||37|||3,Lupe Fiasco,Audubon Ballroom,"No break, all wake
Little mayhem for your All-State, nay ham, all steak
Get a good ball great like a golf grade
Make the ball break
Just one swing, no putting
That's how I try 'n does things, always
Especially when your past is
Martin, Baldwin, Audubon Ballroom
Turn the glass ceiling to a glass floor
Make a trampoline out of trapdoor
On that gasoline when I was back poor
Loudly crafted out my dream underneath a tap floor
Backpack battle-cat underground rap lore
Anonymous but dominant -- what's a Mac to a hacker?
In other words, we lyrical Zuckerbergs
Pimp you may move a mouse, but what's a rat to a cat store
It's like a gig to an app store
I rap Black history, you can only see my past if you fast forward",Lupe Fiasco|||Audubon Ballroom|||37,3,
Lupe Fiasco|||Audubon Ballroom|||37|||4,Lupe Fiasco,Audubon Ballroom,"Black Panthers, black anthems, black blues
With black answers for black stanzas: Langston Hughes
Breaking rules, ain't it cool?
Took it old, and made it new
Black painters, musical black anger
Black mothers, beautiful black anchors
So lets hear it for 'em! Let's hear it for 'em!
Lets hear it for 'em! Lets hear it for 'em!
Black America! Trap America!
'80s Babies! Crack America!
Rap America! Bad as Erykah!
From the era of family tearing up
But we just won big, can't be undid
Form a whole culture in just one kid
Miami dope boys, Oakland militants
Harlem Renaissance it's our deliverance
<\Lyric>```",Lupe Fiasco|||Audubon Ballroom|||37,4,
Lupe Fiasco|||Put You On Game|||38|||0,Lupe Fiasco,Put You On Game,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Put You On Game <\Song title>
<Lyric> 
Let me put you on game
Let me put you on game",Lupe Fiasco|||Put You On Game|||38,0,
Lupe Fiasco|||Put You On Game|||38|||1,Lupe Fiasco,Put You On Game,"Don't you know that I run this place?
And I've begun this race, must I rerun this pace?
I'm the reason it's become this way
And their love for it is the reason I have become this praised
(Let me put you on game)
As they love my darkness, I make them heartless
And in return they have become my martyrs
I've been in the poem of many a poet
And I reside in the art of many a artist
(Let me put you on game)
Some of your smartest have tried to articulate
My whole part in this, but they're fruitless in their harvest
The dro grows from my footsteps
I'm the one that they follow, I am the one that they march with
(Let me put you on game)
Through the back alleys and the black markets
The Oval offices, crack houses, and apartments
Through the mazes of the queens
The pages of the sages and the chambers of the kings
(Let me put you on game)
Through the veinses of the fiends
A paper chaser's pager, yo, I'm famous on the scene
One of the oldest, most ancientest things
Speak every single language on the planet, ya'n mean?
(Let me put you on game)
I am the American dream
The rape of Africa, the undying machine
The overpriced medicine, the murderous regime
The tough guy's front and the one behind the scenes
(Let me put you on game)
I am the blood of this city, its gas, water, and electricity
I'm its gym, and its math, and its history
The gunshots in the class
And you can't pass if you missin', G
I taught them better than that
I taught them aim for the head and hope they never come back
I'm glad your daddy's gone, baby, hope he never comes back
I hope he's with your mother with my hustlers high in my traps
(Let me put you on game)
I hope you die in his trash
I can't help it, all I hear when you crying is laughs
I'm sure somebody find you tied up in this bag
Behind the hospital, little baby crack addicts had
(Let me put you on game)
Then maybe you can grow up and be a stripper
A welfare-receiving prostitute and gold digger
You can watch on TV how they should properly depict you
The rivers shall flow with liquor, quench your thirst on my elixirs
(Let me put you on game)
I am the safe haven for the rebel runaway and the resistor
The trusted misleader, the number one defender
And from a throne of their bones I rule
These fools are my fuel, so I make them cool
(Let me put you on game)
Baptize them in the water out of Scarface pool
And feed them from the table that held Corleone's food
If you die, tell them that you played my game
I hope your bullet holes become mouths that say my name
Cause I'm the??<\Lyric>```",Lupe Fiasco|||Put You On Game|||38,1,
